year,country,country_code,infant_mortality_rate,isRegion
1960,Chile,CHL,131,
1961,Chile,CHL,123.9,
1962,Chile,CHL,118.5,
1963,Chile,CHL,113.3,
1964,Chile,CHL,106.1,
1965,Chile,CHL,96.5,
1966,Chile,CHL,86.9,
1967,Chile,CHL,78.7,
1968,Chile,CHL,72.6,
1969,Chile,CHL,68.8,
1970,Chile,CHL,66.9,
1971,Chile,CHL,66.1,
1972,Chile,CHL,65.2,
1973,Chile,CHL,63.4,
1974,Chile,CHL,59.7,
1975,Chile,CHL,54.1,
1976,Chile,CHL,47.5,
1977,Chile,CHL,41,
1978,Chile,CHL,35.3,
1979,Chile,CHL,30.9,
1980,Chile,CHL,27.8,
1981,Chile,CHL,25.2,
1982,Chile,CHL,22.8,
1983,Chile,CHL,20.7,
1984,Chile,CHL,19.4,
1985,Chile,CHL,18.9,
1986,Chile,CHL,18.7,
1987,Chile,CHL,18.5,
1988,Chile,CHL,18,
1989,Chile,CHL,17.2,
1990,Chile,CHL,16.1,
1991,Chile,CHL,14.9,
1992,Chile,CHL,13.7,
1993,Chile,CHL,12.7,
1994,Chile,CHL,11.8,
1995,Chile,CHL,11.1,
1996,Chile,CHL,10.6,
1997,Chile,CHL,10.3,
1998,Chile,CHL,10.1,
1999,Chile,CHL,9.8,
2000,Chile,CHL,9.2,
2001,Chile,CHL,8.7,
2002,Chile,CHL,8.3,
2003,Chile,CHL,8.1,
2004,Chile,CHL,7.9,
2005,Chile,CHL,7.7,
2006,Chile,CHL,7.6,
2007,Chile,CHL,7.6,
2008,Chile,CHL,7.6,
2009,Chile,CHL,7.5,
2010,Chile,CHL,7.4,
2011,Chile,CHL,7.3,
2012,Chile,CHL,7.2,
2013,Chile,CHL,7.1,
2014,Chile,CHL,6.9,
2015,Chile,CHL,6.7,
2016,Chile,CHL,6.5,
2017,Chile,CHL,6.4,
2018,Chile,CHL,6.2,
2019,Chile,CHL,6,
2020,Chile,CHL,5.8,
1960,Canada,CAN,27.8,
1961,Canada,CAN,26.9,
1962,Canada,CAN,26,
1963,Canada,CAN,25,
1964,Canada,CAN,24,
1965,Canada,CAN,23.1,
1966,Canada,CAN,22.1,
1967,Canada,CAN,21.2,
1968,Canada,CAN,20.3,
1969,Canada,CAN,19.4,
1970,Canada,CAN,18.5,
1971,Canada,CAN,17.6,
1972,Canada,CAN,16.7,
1973,Canada,CAN,15.9,
1974,Canada,CAN,15,
1975,Canada,CAN,14.1,
1976,Canada,CAN,13.3,
1977,Canada,CAN,12.5,
1978,Canada,CAN,11.7,
1979,Canada,CAN,11,
1980,Canada,CAN,10.3,
1981,Canada,CAN,9.7,
1982,Canada,CAN,9.2,
1983,Canada,CAN,8.7,
1984,Canada,CAN,8.3,
1985,Canada,CAN,8,
1986,Canada,CAN,7.7,
1987,Canada,CAN,7.5,
1988,Canada,CAN,7.3,
1989,Canada,CAN,7,
1990,Canada,CAN,6.8,
1991,Canada,CAN,6.6,
1992,Canada,CAN,6.4,
1993,Canada,CAN,6.2,
1994,Canada,CAN,6,
1995,Canada,CAN,5.8,
1996,Canada,CAN,5.6,
1997,Canada,CAN,5.5,
1998,Canada,CAN,5.4,
1999,Canada,CAN,5.3,
2000,Canada,CAN,5.3,
2001,Canada,CAN,5.3,
2002,Canada,CAN,5.3,
2003,Canada,CAN,5.3,
2004,Canada,CAN,5.3,
2005,Canada,CAN,5.2,
2006,Canada,CAN,5.2,
2007,Canada,CAN,5.1,
2008,Canada,CAN,5.1,
2009,Canada,CAN,5,
2010,Canada,CAN,5,
2011,Canada,CAN,4.9,
2012,Canada,CAN,4.9,
2013,Canada,CAN,4.8,
2014,Canada,CAN,4.7,
2015,Canada,CAN,4.7,
2016,Canada,CAN,4.6,
2017,Canada,CAN,4.6,
2018,Canada,CAN,4.5,
2019,Canada,CAN,4.4,
2020,Canada,CAN,4.4,
1969,China,CHN,83.4,
1970,China,CHN,79.7,
1971,China,CHN,76,
1972,China,CHN,72.5,
1973,China,CHN,68.9,
1974,China,CHN,65.3,
1975,China,CHN,61.6,
1976,China,CHN,58.1,
1977,China,CHN,54.8,
1978,China,CHN,51.7,
1979,China,CHN,49.1,
1980,China,CHN,46.9,
1981,China,CHN,45.1,
1982,China,CHN,43.6,
1983,China,CHN,42.6,
1984,China,CHN,42.1,
1985,China,CHN,41.8,
1986,China,CHN,41.9,
1987,China,CHN,42.1,
1988,China,CHN,42.4,
1989,China,CHN,42.7,
1990,China,CHN,42.7,
1991,China,CHN,42.4,
1992,China,CHN,41.8,
1993,China,CHN,40.9,
1994,China,CHN,39.7,
1995,China,CHN,38.4,
1996,China,CHN,36.9,
1997,China,CHN,35.4,
1998,China,CHN,33.7,
1999,China,CHN,31.9,
2000,China,CHN,29.9,
2001,China,CHN,27.8,
2002,China,CHN,25.6,
2003,China,CHN,23.4,
2004,China,CHN,21.4,
2005,China,CHN,19.4,
2006,China,CHN,17.7,
2007,China,CHN,16.2,
2008,China,CHN,14.8,
2009,China,CHN,13.6,
2010,China,CHN,12.5,
2011,China,CHN,11.5,
2012,China,CHN,10.6,
2013,China,CHN,9.8,
2014,China,CHN,9,
2015,China,CHN,8.3,
2016,China,CHN,7.6,
2017,China,CHN,7,
2018,China,CHN,6.4,
2019,China,CHN,5.9,
2020,China,CHN,5.5,
1972,Chad,TCD,129.2,
1973,Chad,TCD,128.6,
1974,Chad,TCD,127.9,
1975,Chad,TCD,127.3,
1976,Chad,TCD,126.7,
1977,Chad,TCD,126,
1978,Chad,TCD,125.3,
1979,Chad,TCD,124.6,
1980,Chad,TCD,123.7,
1981,Chad,TCD,122.8,
1982,Chad,TCD,121.7,
1983,Chad,TCD,120.6,
1984,Chad,TCD,119.3,
1985,Chad,TCD,118.1,
1986,Chad,TCD,116.8,
1987,Chad,TCD,115.6,
1988,Chad,TCD,114.3,
1989,Chad,TCD,113,
1990,Chad,TCD,111.7,
1991,Chad,TCD,110.5,
1992,Chad,TCD,109.3,
1993,Chad,TCD,108.1,
1994,Chad,TCD,107.1,
1995,Chad,TCD,106,
1996,Chad,TCD,105,
1997,Chad,TCD,103.8,
1998,Chad,TCD,102.5,
1999,Chad,TCD,101.2,
2000,Chad,TCD,99.7,
2001,Chad,TCD,98.2,
2002,Chad,TCD,96.8,
2003,Chad,TCD,95.3,
2004,Chad,TCD,93.9,
2005,Chad,TCD,92.4,
2006,Chad,TCD,90.8,
2007,Chad,TCD,89.2,
2008,Chad,TCD,87.5,
2009,Chad,TCD,85.8,
2010,Chad,TCD,84.1,
2011,Chad,TCD,82.3,
2012,Chad,TCD,80.6,
2013,Chad,TCD,78.9,
2014,Chad,TCD,77.3,
2015,Chad,TCD,75.7,
2016,Chad,TCD,74.1,
2017,Chad,TCD,72.4,
2018,Chad,TCD,70.7,
2019,Chad,TCD,69,
2020,Chad,TCD,67.4,
1990,East Asia & Pacific (IDA & IBRD countries),TEA,46.03450044,yes
1991,East Asia & Pacific (IDA & IBRD countries),TEA,45.30114207,yes
1992,East Asia & Pacific (IDA & IBRD countries),TEA,44.38389765,yes
1993,East Asia & Pacific (IDA & IBRD countries),TEA,43.2614712,yes
1994,East Asia & Pacific (IDA & IBRD countries),TEA,41.96943078,yes
1995,East Asia & Pacific (IDA & IBRD countries),TEA,40.62805714,yes
1996,East Asia & Pacific (IDA & IBRD countries),TEA,39.17840734,yes
1997,East Asia & Pacific (IDA & IBRD countries),TEA,37.74906972,yes
1998,East Asia & Pacific (IDA & IBRD countries),TEA,36.2490534,yes
1999,East Asia & Pacific (IDA & IBRD countries),TEA,34.67612798,yes
2000,East Asia & Pacific (IDA & IBRD countries),TEA,33.00894493,yes
2001,East Asia & Pacific (IDA & IBRD countries),TEA,31.27993165,yes
2002,East Asia & Pacific (IDA & IBRD countries),TEA,29.49834472,yes
2003,East Asia & Pacific (IDA & IBRD countries),TEA,27.74447821,yes
2004,East Asia & Pacific (IDA & IBRD countries),TEA,26.46995044,yes
2005,East Asia & Pacific (IDA & IBRD countries),TEA,24.47620145,yes
2006,East Asia & Pacific (IDA & IBRD countries),TEA,23.04879444,yes
2007,East Asia & Pacific (IDA & IBRD countries),TEA,21.74532657,yes
2008,East Asia & Pacific (IDA & IBRD countries),TEA,20.88357751,yes
2009,East Asia & Pacific (IDA & IBRD countries),TEA,19.39363823,yes
2010,East Asia & Pacific (IDA & IBRD countries),TEA,18.3635568,yes
2011,East Asia & Pacific (IDA & IBRD countries),TEA,17.40698222,yes
2012,East Asia & Pacific (IDA & IBRD countries),TEA,16.52590737,yes
2013,East Asia & Pacific (IDA & IBRD countries),TEA,15.74387851,yes
2014,East Asia & Pacific (IDA & IBRD countries),TEA,14.97818255,yes
2015,East Asia & Pacific (IDA & IBRD countries),TEA,14.28789965,yes
2016,East Asia & Pacific (IDA & IBRD countries),TEA,13.62773066,yes
2017,East Asia & Pacific (IDA & IBRD countries),TEA,13.03870017,yes
2018,East Asia & Pacific (IDA & IBRD countries),TEA,12.45752776,yes
2019,East Asia & Pacific (IDA & IBRD countries),TEA,11.98094798,yes
2020,East Asia & Pacific (IDA & IBRD countries),TEA,11.55072955,yes
1990,Europe & Central Asia (excluding high income),ECA,37.0950472,yes
1991,Europe & Central Asia (excluding high income),ECA,36.92981574,yes
1992,Europe & Central Asia (excluding high income),ECA,37.00517119,yes
1993,Europe & Central Asia (excluding high income),ECA,36.99774908,yes
1994,Europe & Central Asia (excluding high income),ECA,36.70709054,yes
1995,Europe & Central Asia (excluding high income),ECA,36.06191593,yes
1996,Europe & Central Asia (excluding high income),ECA,35.0990828,yes
1997,Europe & Central Asia (excluding high income),ECA,33.87270881,yes
1998,Europe & Central Asia (excluding high income),ECA,32.45961907,yes
1999,Europe & Central Asia (excluding high income),ECA,30.86802936,yes
2000,Europe & Central Asia (excluding high income),ECA,29.17998247,yes
2001,Europe & Central Asia (excluding high income),ECA,27.46822774,yes
2002,Europe & Central Asia (excluding high income),ECA,25.74678218,yes
2003,Europe & Central Asia (excluding high income),ECA,24.12212718,yes
2004,Europe & Central Asia (excluding high income),ECA,22.55753854,yes
2005,Europe & Central Asia (excluding high income),ECA,21.08499424,yes
2006,Europe & Central Asia (excluding high income),ECA,19.73420453,yes
2007,Europe & Central Asia (excluding high income),ECA,18.51093904,yes
2008,Europe & Central Asia (excluding high income),ECA,17.38187603,yes
2009,Europe & Central Asia (excluding high income),ECA,16.35747312,yes
2010,Europe & Central Asia (excluding high income),ECA,15.47293191,yes
2011,Europe & Central Asia (excluding high income),ECA,14.67134868,yes
2012,Europe & Central Asia (excluding high income),ECA,13.95786257,yes
2013,Europe & Central Asia (excluding high income),ECA,13.23896346,yes
2014,Europe & Central Asia (excluding high income),ECA,12.55385956,yes
2015,Europe & Central Asia (excluding high income),ECA,11.85596112,yes
2016,Europe & Central Asia (excluding high income),ECA,11.25799867,yes
2017,Europe & Central Asia (excluding high income),ECA,10.63616538,yes
2018,Europe & Central Asia (excluding high income),ECA,10.15144511,yes
2019,Europe & Central Asia (excluding high income),ECA,9.673767542,yes
2020,Europe & Central Asia (excluding high income),ECA,9.256392368,yes
1990,Europe & Central Asia,ECS,24.7,yes
1991,Europe & Central Asia,ECS,24.2,yes
1992,Europe & Central Asia,ECS,23.8,yes
1993,Europe & Central Asia,ECS,23.4,yes
1994,Europe & Central Asia,ECS,22.9,yes
1995,Europe & Central Asia,ECS,22.2,yes
1996,Europe & Central Asia,ECS,21.3,yes
1997,Europe & Central Asia,ECS,20.4,yes
1998,Europe & Central Asia,ECS,19.5,yes
1999,Europe & Central Asia,ECS,18.5,yes
2000,Europe & Central Asia,ECS,17.5,yes
2001,Europe & Central Asia,ECS,16.5,yes
2002,Europe & Central Asia,ECS,15.6,yes
2003,Europe & Central Asia,ECS,14.7,yes
2004,Europe & Central Asia,ECS,13.8,yes
2005,Europe & Central Asia,ECS,13,yes
2006,Europe & Central Asia,ECS,12.3,yes
2007,Europe & Central Asia,ECS,11.6,yes
2008,Europe & Central Asia,ECS,11,yes
2009,Europe & Central Asia,ECS,10.5,yes
2010,Europe & Central Asia,ECS,10,yes
2011,Europe & Central Asia,ECS,9.6,yes
2012,Europe & Central Asia,ECS,9.2,yes
2013,Europe & Central Asia,ECS,8.8,yes
2014,Europe & Central Asia,ECS,8.4,yes
2015,Europe & Central Asia,ECS,8.1,yes
2016,Europe & Central Asia,ECS,7.7,yes
2017,Europe & Central Asia,ECS,7.4,yes
2018,Europe & Central Asia,ECS,7.1,yes
2019,Europe & Central Asia,ECS,6.8,yes
2020,Europe & Central Asia,ECS,6.5,yes
1990,Early-demographic dividend,EAR,77.5105813,yes
1991,Early-demographic dividend,EAR,75.48348581,yes
1992,Early-demographic dividend,EAR,73.58670118,yes
1993,Early-demographic dividend,EAR,71.71045153,yes
1994,Early-demographic dividend,EAR,70.16472033,yes
1995,Early-demographic dividend,EAR,67.92394179,yes
1996,Early-demographic dividend,EAR,65.980431,yes
1997,Early-demographic dividend,EAR,63.92002045,yes
1998,Early-demographic dividend,EAR,61.88928931,yes
1999,Early-demographic dividend,EAR,59.8961713,yes
2000,Early-demographic dividend,EAR,57.75459926,yes
2001,Early-demographic dividend,EAR,55.68720298,yes
2002,Early-demographic dividend,EAR,53.65313589,yes
2003,Early-demographic dividend,EAR,51.75645537,yes
2004,Early-demographic dividend,EAR,50.03635684,yes
2005,Early-demographic dividend,EAR,48.06140234,yes
2006,Early-demographic dividend,EAR,46.29688543,yes
2007,Early-demographic dividend,EAR,44.54735104,yes
2008,Early-demographic dividend,EAR,42.96834484,yes
2009,Early-demographic dividend,EAR,41.03555068,yes
2010,Early-demographic dividend,EAR,39.54141204,yes
2011,Early-demographic dividend,EAR,37.78822996,yes
2012,Early-demographic dividend,EAR,36.31557687,yes
2013,Early-demographic dividend,EAR,34.88359753,yes
2014,Early-demographic dividend,EAR,33.56873239,yes
2015,Early-demographic dividend,EAR,32.23468653,yes
2016,Early-demographic dividend,EAR,31.05078314,yes
2017,Early-demographic dividend,EAR,29.84934219,yes
2018,Early-demographic dividend,EAR,28.7356596,yes
2019,Early-demographic dividend,EAR,27.68605044,yes
2020,Early-demographic dividend,EAR,26.72548462,yes
1990,East Asia & Pacific,EAS,43.7,yes
1991,East Asia & Pacific,EAS,42.9,yes
1992,East Asia & Pacific,EAS,42,yes
1993,East Asia & Pacific,EAS,40.9,yes
1994,East Asia & Pacific,EAS,39.7,yes
1995,East Asia & Pacific,EAS,38.4,yes
1996,East Asia & Pacific,EAS,37.1,yes
1997,East Asia & Pacific,EAS,35.8,yes
1998,East Asia & Pacific,EAS,34.4,yes
1999,East Asia & Pacific,EAS,32.9,yes
2000,East Asia & Pacific,EAS,31.3,yes
2001,East Asia & Pacific,EAS,29.6,yes
2002,East Asia & Pacific,EAS,27.9,yes
2003,East Asia & Pacific,EAS,26.3,yes
2004,East Asia & Pacific,EAS,25,yes
2005,East Asia & Pacific,EAS,23.2,yes
2006,East Asia & Pacific,EAS,21.8,yes
2007,East Asia & Pacific,EAS,20.6,yes
2008,East Asia & Pacific,EAS,19.8,yes
2009,East Asia & Pacific,EAS,18.4,yes
2010,East Asia & Pacific,EAS,17.5,yes
2011,East Asia & Pacific,EAS,16.6,yes
2012,East Asia & Pacific,EAS,15.7,yes
2013,East Asia & Pacific,EAS,15,yes
2014,East Asia & Pacific,EAS,14.3,yes
2015,East Asia & Pacific,EAS,13.6,yes
2016,East Asia & Pacific,EAS,13,yes
2017,East Asia & Pacific,EAS,12.4,yes
2018,East Asia & Pacific,EAS,11.9,yes
2019,East Asia & Pacific,EAS,11.5,yes
2020,East Asia & Pacific,EAS,11,yes
1990,European Union,EUU,10.21604785,yes
1991,European Union,EUU,9.739692418,yes
1992,European Union,EUU,9.245634967,yes
1993,European Union,EUU,8.75785381,yes
1994,European Union,EUU,8.270295064,yes
1995,European Union,EUU,7.812706087,yes
1996,European Union,EUU,7.326031053,yes
1997,European Union,EUU,6.882718941,yes
1998,European Union,EUU,6.518900786,yes
1999,European Union,EUU,6.175392651,yes
2000,European Union,EUU,5.884239013,yes
2001,European Union,EUU,5.625409603,yes
2002,European Union,EUU,5.412376897,yes
2003,European Union,EUU,5.241291206,yes
2004,European Union,EUU,5.027960113,yes
2005,European Union,EUU,4.827376575,yes
2006,European Union,EUU,4.645088753,yes
2007,European Union,EUU,4.453884624,yes
2008,European Union,EUU,4.273168131,yes
2009,European Union,EUU,4.102428626,yes
2010,European Union,EUU,3.972907609,yes
2011,European Union,EUU,3.857706011,yes
2012,European Union,EUU,3.760763229,yes
2013,European Union,EUU,3.646518493,yes
2014,European Union,EUU,3.567113205,yes
2015,European Union,EUU,3.512366861,yes
2016,European Union,EUU,3.448654216,yes
2017,European Union,EUU,3.404109399,yes
2018,European Union,EUU,3.340164338,yes
2019,European Union,EUU,3.287070258,yes
2020,European Union,EUU,3.224485601,yes
1990,East Asia & Pacific (excluding high income),EAP,45.89392477,yes
1991,East Asia & Pacific (excluding high income),EAP,45.20280277,yes
1992,East Asia & Pacific (excluding high income),EAP,44.3434068,yes
1993,East Asia & Pacific (excluding high income),EAP,43.29038641,yes
1994,East Asia & Pacific (excluding high income),EAP,42.07442288,yes
1995,East Asia & Pacific (excluding high income),EAP,40.80101297,yes
1996,East Asia & Pacific (excluding high income),EAP,39.40054784,yes
1997,East Asia & Pacific (excluding high income),EAP,37.99116553,yes
1998,East Asia & Pacific (excluding high income),EAP,36.48569443,yes
1999,East Asia & Pacific (excluding high income),EAP,34.8821379,yes
2000,East Asia & Pacific (excluding high income),EAP,33.16846587,yes
2001,East Asia & Pacific (excluding high income),EAP,31.38716221,yes
2002,East Asia & Pacific (excluding high income),EAP,29.56173495,yes
2003,East Asia & Pacific (excluding high income),EAP,27.77954,yes
2004,East Asia & Pacific (excluding high income),EAP,26.48710023,yes
2005,East Asia & Pacific (excluding high income),EAP,24.50039718,yes
2006,East Asia & Pacific (excluding high income),EAP,23.08501612,yes
2007,East Asia & Pacific (excluding high income),EAP,21.79278443,yes
2008,East Asia & Pacific (excluding high income),EAP,20.93439293,yes
2009,East Asia & Pacific (excluding high income),EAP,19.45171943,yes
2010,East Asia & Pacific (excluding high income),EAP,18.41800703,yes
2011,East Asia & Pacific (excluding high income),EAP,17.45388243,yes
2012,East Asia & Pacific (excluding high income),EAP,16.56348696,yes
2013,East Asia & Pacific (excluding high income),EAP,15.7733798,yes
2014,East Asia & Pacific (excluding high income),EAP,15.00172021,yes
2015,East Asia & Pacific (excluding high income),EAP,14.30805376,yes
2016,East Asia & Pacific (excluding high income),EAP,13.64528578,yes
2017,East Asia & Pacific (excluding high income),EAP,13.05515936,yes
2018,East Asia & Pacific (excluding high income),EAP,12.47276454,yes
2019,East Asia & Pacific (excluding high income),EAP,11.99486019,yes
2020,East Asia & Pacific (excluding high income),EAP,11.55134986,yes
1990,Europe & Central Asia (IDA & IBRD countries),TEC,35.27899192,yes
1991,Europe & Central Asia (IDA & IBRD countries),TEC,35.08734951,yes
1992,Europe & Central Asia (IDA & IBRD countries),TEC,35.09656645,yes
1993,Europe & Central Asia (IDA & IBRD countries),TEC,35.04669144,yes
1994,Europe & Central Asia (IDA & IBRD countries),TEC,34.73711323,yes
1995,Europe & Central Asia (IDA & IBRD countries),TEC,34.09257766,yes
1996,Europe & Central Asia (IDA & IBRD countries),TEC,33.15372221,yes
1997,Europe & Central Asia (IDA & IBRD countries),TEC,31.96874727,yes
1998,Europe & Central Asia (IDA & IBRD countries),TEC,30.63171039,yes
1999,Europe & Central Asia (IDA & IBRD countries),TEC,29.14535053,yes
2000,Europe & Central Asia (IDA & IBRD countries),TEC,27.58651909,yes
2001,Europe & Central Asia (IDA & IBRD countries),TEC,25.99524391,yes
2002,Europe & Central Asia (IDA & IBRD countries),TEC,24.39738913,yes
2003,Europe & Central Asia (IDA & IBRD countries),TEC,22.87964033,yes
2004,Europe & Central Asia (IDA & IBRD countries),TEC,21.41771658,yes
2005,Europe & Central Asia (IDA & IBRD countries),TEC,20.0309888,yes
2006,Europe & Central Asia (IDA & IBRD countries),TEC,18.76467575,yes
2007,Europe & Central Asia (IDA & IBRD countries),TEC,17.62055102,yes
2008,Europe & Central Asia (IDA & IBRD countries),TEC,16.56097025,yes
2009,Europe & Central Asia (IDA & IBRD countries),TEC,15.6012162,yes
2010,Europe & Central Asia (IDA & IBRD countries),TEC,14.76645883,yes
2011,Europe & Central Asia (IDA & IBRD countries),TEC,14.02039009,yes
2012,Europe & Central Asia (IDA & IBRD countries),TEC,13.3542414,yes
2013,Europe & Central Asia (IDA & IBRD countries),TEC,12.67904622,yes
2014,Europe & Central Asia (IDA & IBRD countries),TEC,12.03218475,yes
2015,Europe & Central Asia (IDA & IBRD countries),TEC,11.37500117,yes
2016,Europe & Central Asia (IDA & IBRD countries),TEC,10.80892333,yes
2017,Europe & Central Asia (IDA & IBRD countries),TEC,10.21981137,yes
2018,Europe & Central Asia (IDA & IBRD countries),TEC,9.75830752,yes
2019,Europe & Central Asia (IDA & IBRD countries),TEC,9.303456941,yes
2020,Europe & Central Asia (IDA & IBRD countries),TEC,8.905960721,yes
1960,Cape Verde,CPV,122.2,
1961,Cape Verde,CPV,120.9,
1962,Cape Verde,CPV,119.6,
1963,Cape Verde,CPV,118.2,
1964,Cape Verde,CPV,116.6,
1965,Cape Verde,CPV,114.8,
1966,Cape Verde,CPV,112.5,
1967,Cape Verde,CPV,109.9,
1968,Cape Verde,CPV,107.1,
1969,Cape Verde,CPV,103.8,
1970,Cape Verde,CPV,100.1,
1971,Cape Verde,CPV,96.1,
1972,Cape Verde,CPV,91.9,
1973,Cape Verde,CPV,87.7,
1974,Cape Verde,CPV,83.6,
1975,Cape Verde,CPV,79.6,
1976,Cape Verde,CPV,75.9,
1977,Cape Verde,CPV,72.5,
1978,Cape Verde,CPV,69.7,
1979,Cape Verde,CPV,67.4,
1980,Cape Verde,CPV,65.7,
1981,Cape Verde,CPV,64.4,
1982,Cape Verde,CPV,63.3,
1983,Cape Verde,CPV,62.3,
1984,Cape Verde,CPV,60.9,
1985,Cape Verde,CPV,59,
1986,Cape Verde,CPV,56.5,
1987,Cape Verde,CPV,53.7,
1988,Cape Verde,CPV,50.9,
1989,Cape Verde,CPV,48.5,
1990,Cape Verde,CPV,46.6,
1991,Cape Verde,CPV,45.5,
1992,Cape Verde,CPV,44.9,
1993,Cape Verde,CPV,44.8,
1994,Cape Verde,CPV,44.7,
1995,Cape Verde,CPV,44.1,
1996,Cape Verde,CPV,42.7,
1997,Cape Verde,CPV,40.4,
1998,Cape Verde,CPV,37.5,
1999,Cape Verde,CPV,34.2,
2000,Cape Verde,CPV,31.1,
2001,Cape Verde,CPV,28.4,
2002,Cape Verde,CPV,26.3,
2003,Cape Verde,CPV,24.8,
2004,Cape Verde,CPV,24,
2005,Cape Verde,CPV,23.5,
2006,Cape Verde,CPV,23.4,
2007,Cape Verde,CPV,23.3,
2008,Cape Verde,CPV,23.1,
2009,Cape Verde,CPV,22.7,
2010,Cape Verde,CPV,22.1,
2011,Cape Verde,CPV,21.3,
2012,Cape Verde,CPV,20.3,
2013,Cape Verde,CPV,19.2,
2014,Cape Verde,CPV,17.9,
2015,Cape Verde,CPV,16.7,
2016,Cape Verde,CPV,15.5,
2017,Cape Verde,CPV,14.5,
2018,Cape Verde,CPV,13.6,
2019,Cape Verde,CPV,12.8,
2020,Cape Verde,CPV,12.2,
1990,Euro area,EMU,7.970011386,
1991,Euro area,EMU,7.606798212,
1992,Euro area,EMU,7.233249058,
1993,Euro area,EMU,6.812343091,
1994,Euro area,EMU,6.379137026,
1995,Euro area,EMU,6.016936596,
1996,Euro area,EMU,5.633412723,
1997,Euro area,EMU,5.326900944,
1998,Euro area,EMU,5.105683185,
1999,Euro area,EMU,4.892513872,
2000,Euro area,EMU,4.696466531,
2001,Euro area,EMU,4.516125961,
2002,Euro area,EMU,4.340624687,
2003,Euro area,EMU,4.193157965,
2004,Euro area,EMU,4.004423378,
2005,Euro area,EMU,3.869427271,
2006,Euro area,EMU,3.77414197,
2007,Euro area,EMU,3.652889576,
2008,Euro area,EMU,3.552001682,
2009,Euro area,EMU,3.43715676,
2010,Euro area,EMU,3.380913801,
2011,Euro area,EMU,3.310764644,
2012,Euro area,EMU,3.260382246,
2013,Euro area,EMU,3.190569679,
2014,Euro area,EMU,3.164692289,
2015,Euro area,EMU,3.163566443,
2016,Euro area,EMU,3.145748634,
2017,Euro area,EMU,3.148052166,
2018,Euro area,EMU,3.122405327,
2019,Euro area,EMU,3.09880315,
2020,Euro area,EMU,3.058440486,
1990,IDA blend,IDB,102.6441453,yes
1991,IDA blend,IDB,102.0256179,yes
1992,IDA blend,IDB,101.4124711,yes
1993,IDA blend,IDB,100.658037,yes
1994,IDA blend,IDB,99.73476825,yes
1995,IDA blend,IDB,98.55274347,yes
1996,IDA blend,IDB,97.12360906,yes
1997,IDA blend,IDB,95.42994177,yes
1998,IDA blend,IDB,93.46924994,yes
1999,IDA blend,IDB,91.37657076,yes
2000,IDA blend,IDB,89.21087928,yes
2001,IDA blend,IDB,86.97822704,yes
2002,IDA blend,IDB,84.78492529,yes
2003,IDA blend,IDB,82.59821739,yes
2004,IDA blend,IDB,80.46235121,yes
2005,IDA blend,IDB,78.40242546,yes
2006,IDA blend,IDB,76.47600323,yes
2007,IDA blend,IDB,74.62736719,yes
2008,IDA blend,IDB,72.87778684,yes
2009,IDA blend,IDB,71.40084181,yes
2010,IDA blend,IDB,69.89788244,yes
2011,IDA blend,IDB,68.57572247,yes
2012,IDA blend,IDB,67.259916,yes
2013,IDA blend,IDB,66.05387928,yes
2014,IDA blend,IDB,64.86546721,yes
2015,IDA blend,IDB,63.68334663,yes
2016,IDA blend,IDB,62.51764442,yes
2017,IDA blend,IDB,61.2808915,yes
2018,IDA blend,IDB,59.94662813,yes
2019,IDA blend,IDB,58.57198168,yes
2020,IDA blend,IDB,57.14070467,yes
1990,Fragile and conflict affected situations,FCS,103.0013437,yes
1991,Fragile and conflict affected situations,FCS,101.9272796,yes
1992,Fragile and conflict affected situations,FCS,100.814516,yes
1993,Fragile and conflict affected situations,FCS,99.68773322,yes
1994,Fragile and conflict affected situations,FCS,98.29041032,yes
1995,Fragile and conflict affected situations,FCS,96.84116357,yes
1996,Fragile and conflict affected situations,FCS,95.17858496,yes
1997,Fragile and conflict affected situations,FCS,93.31273039,yes
1998,Fragile and conflict affected situations,FCS,91.26892637,yes
1999,Fragile and conflict affected situations,FCS,89.46688988,yes
2000,Fragile and conflict affected situations,FCS,86.87276694,yes
2001,Fragile and conflict affected situations,FCS,84.53976468,yes
2002,Fragile and conflict affected situations,FCS,82.18794674,yes
2003,Fragile and conflict affected situations,FCS,79.82243023,yes
2004,Fragile and conflict affected situations,FCS,77.47735644,yes
2005,Fragile and conflict affected situations,FCS,75.21179959,yes
2006,Fragile and conflict affected situations,FCS,73.00489746,yes
2007,Fragile and conflict affected situations,FCS,70.80768411,yes
2008,Fragile and conflict affected situations,FCS,69.27350551,yes
2009,Fragile and conflict affected situations,FCS,66.96879006,yes
2010,Fragile and conflict affected situations,FCS,65.71986705,yes
2011,Fragile and conflict affected situations,FCS,63.67143057,yes
2012,Fragile and conflict affected situations,FCS,62.25401985,yes
2013,Fragile and conflict affected situations,FCS,60.95789914,yes
2014,Fragile and conflict affected situations,FCS,59.69914533,yes
2015,Fragile and conflict affected situations,FCS,58.48498641,yes
2016,Fragile and conflict affected situations,FCS,57.34578528,yes
2017,Fragile and conflict affected situations,FCS,55.98223076,yes
2018,Fragile and conflict affected situations,FCS,54.77444635,yes
2019,Fragile and conflict affected situations,FCS,53.50781654,yes
2020,Fragile and conflict affected situations,FCS,52.22549862,yes
1990,IBRD only,IBD,57.6534891,yes
1991,IBRD only,IBD,56.58250013,yes
